Point086	0.4400	0.4136	0.3859	0.6460
Point087	0.0266	0.5740	0.7079	0.8026
Point088	0.9798	0.9117	0.5093	0.6643
Point089	0.3481	0.1581	0.5619	0.5817
Point090	0.1400	0.9301	0.8028	0.9840
Point091	0.4564	0.1268	0.5226	0.5730
Point092	0.9261	0.4660	0.6262	0.9092
Point093	0.0996	0.7878	0.4746	0.2505
Point094	0.7720	0.5799	0.4777	0.2144
Point095	0.1597	0.7675	0.3269	0.1070
Point096	0.4524	0.9042	0.1842	0.2954
Point097	0.6147	0.7388	0.1316	0.6517
Point098	0.8401	0.7503	0.0464	0.1099
Point099	0.7700	0.6507	0.8164	0.6358
Point100	0.3162	0.3695	0.4068	0.1837
Point101	0.5746	0.4564	0.9112	0.4290
Point102	0.1379	0.7523	0.9768	0.5122
Point103	0.9098	0.1813	0.2291	0.6683
Point104	0.9568	0.4610	0.7900	0.2770
Point105	0.7061	0.7999	0.1893	0.5263
Point106	0.9876	0.3823	0.8336	0.9126
Point107	0.6302	0.7963	0.3585	0.2081
Point108	0.0326	0.9589	0.2471	0.2082
Point109	0.8645	0.4723	0.8330	0.5710
Point110	0.6814	0.4140	0.4802	0.8131
Point111	0.1973	0.0364	0.2809	0.0873
Point112	0.5285	0.7168	0.9498	0.7211
Point113	0.2396	0.2580	0.8232	0.7207
Point114	0.1741	0.5552	0.5484	0.0578
Point115	0.0887	0.0046	0.4424	0.6701
Point116	0.1101	0.3787	0.8224	0.7636
Point117	0.1712	0.2902	0.2791	0.3513
Point118	0.3301	0.6538	0.7582	0.5777
Point119	0.3138	0.5615	0.9995	0.4321
Point120	0.6496	0.8341	0.8959	0.0567
Point121	0.3150	0.8221	0.4011	0.2148
Point122	0.2727	0.1906	0.9210	0.2392
Point123	0.4209	0.8523	0.5578	0.1674
Point124	0.1004	0.5682	0.9797	0.9578
Point125	0.1439	0.2228	0.1039	0.9469
Point126	0.6397	0.3406	0.7062	0.7383
Point127	0.8043	0.0156	0.7034	0.8280
Point128	0.1445	0.3195	0.3570	0.6834
Point129	0.0267	0.1728	0.3580	0.0524
Point130	0.7927	0.1415	0.5050	0.7314
Point131	0.1746	0.1700	0.9722	0.2502
Point132	0.2907	0.7043	0.4622	0.2088
Point133	0.3692	0.2791	0.5094	0.7474
Point134	0.2837	0.5517	0.9727	0.6447
Point135	0.3064	0.0270	0.1504	0.2705
Point136	0.3463	0.7181	0.7457	0.4097
Point137	0.5579	0.5846	0.0973	0.2880
Point138	0.1284	0.4350	0.0811	0.8527
Point139	0.4248	0.7272	0.0513	0.9857
Point140	0.4421	0.2740	0.1849	0.2638
Point141	0.6942	0.6940	0.9396	0.6632
Point142	0.6868	0.7556	0.7638	0.1690
Point143	0.8466	0.7487	0.1642	0.1614
Point144	0.0320	0.1884	0.1468	0.1770
Point145	0.3567	0.4880	0.5047	0.7816
Point146	0.2028	0.5196	0.4862	0.8380
Point147	0.7365	0.9834	0.8168	0.0420
Point148	0.5472	0.2750	0.5608	0.7527
Point149	0.8810	0.6494	0.8399	0.5312
Point150	0.3030	0.2480	0.3221	0.4720
Point151	0.0939	0.3308	0.7496	0.0667
Point152	0.6275	0.4548	0.6068	0.5681
Point153	0.8941	0.4738	0.5762	0.3403
Point154	0.0053	0.0156	0.3686	0.6223
Point155	0.3334	0.4059	0.2431	0.2454
Point156	0.1074	0.0458	0.3781	0.7769
Point157	0.0932	0.6864	0.7781	0.1185
Point158	0.0387	0.3423	0.5825	0.9285
Point159	0.0698	0.2088	0.1954	0.1979
Point160	0.1822	0.6392	0.2236	0.6014
Point161	0.5048	0.2390	0.6588	0.7083
Point162	0.5245	0.4700	0.3687	0.0341
Point163	0.9750	0.8540	0.7923	0.1107
Point164	0.4297	0.2243	0.7282	0.0337
Point165	0.7153	0.3090	0.4298	0.2232
Point166	0.3198	0.8133	0.5035	0.7135
Point167	0.8158	0.7077	0.6661	0.1155
Point168	0.6131	0.4720	0.5375	0.3099
Point169	0.8089	0.9734	0.8048	0.9046
Point170	0.5748	0.6149	0.2255	0.8986
Point171	0.0395	0.5290	0.6870	0.8428
Point172	0.4426	0.3357	0.4842	0.9751
Point173	0.0027	0.2797	0.9268	0.3734
Point174	0.3034	0.0957	0.5740	0.5483
Point175	0.5179	0.4641	0.7813	0.1551
Point176	0.7182	0.3818	0.7228	0.6053
Point177	0.2164	0.6882	0.7390	0.4076
Point178	0.0188	0.6301	0.3094	0.5518
Point179	0.3146	0.9914	0.4218	0.3126
Point180	0.5329	0.5087	0.8303	0.5023
Point181	0.0650	0.1057	0.0680	0.6232
Point182	0.7345	0.7357	0.9959	0.1067
Point183	0.5880	0.1633	0.6840	0.0768
Point184	0.4598	0.9639	0.0797	0.9281
Point185	0.0137	0.9859	0.9395	0.6881
Point186	0.8824	0.9093	0.0797	0.2641
Point187	0.9943	0.7444	0.0133	0.5044
Point188	0.9001	0.8213	0.3423	0.6955
Point189	0.6810	0.2170	0.8952	0.9475
Point190	0.9466	0.5969	0.0432	0.5815
Point191	0.2023	0.0930	0.0970	0.4366
Point192	0.0169	0.3272	0.3280	0.1813
Point193	0.5318	0.7712	0.3319	0.5899
Point194	0.8664	0.8308	0.9693	0.0747
Point195	0.3844	0.8831	0.4872	0.9365
Point196	0.9317	0.7753	0.1183	0.0781
Point197	0.4450	0.3361	0.1306	0.7331
Point198	0.5071	0.3203	0.0958	0.9111
Point199	0.7971	0.0146	0.8670	0.1804
Point200	0.1077	0.8216	0.2007	0.4510
Point201	0.8967	0.4040	0.0963	0.0575
Point202	0.7510	0.0312	0.1938	0.5350
Point203	0.8132	0.3108	0.1057	0.5541
Point204	0.0978	0.3992	0.4607	0.9169
Point205	0.7461	0.5384	0.9782	0.8682
Point206	0.0075	0.5377	0.8499	0.1663
Point207	0.0208	0.8488	0.4980	0.9613
Point208	0.0811	0.6423	0.8387	0.0107
Point209	0.8620	0.7931	0.0882	0.7119
Point210	0.1958	0.6839	0.9872	0.8639
Point211	0.2503	0.0217	0.8309	0.5953
Point212	0.8649	0.4807	0.6087	0.0570
Point213	0.0793	0.5046	0.7891	0.9298
Point214	0.4977	0.3391	0.2037	0.5969
Point215	0.6442	0.6800	0.1723	0.6792
Point216	0.2779	0.8143	0.4862	0.1117
Point217	0.2229	0.9318	0.3717	0.7742
Point218	0.4341	0.2810	0.7634	0.0115
Point219	0.1325	0.9496	0.5281	0.9293
Point220	0.1294	0.4278	0.0217	0.7919
Point221	0.1879	0.4645	0.0888	0.9680
Point222	0.0648	0.4946	0.3194	0.8393
Point223	0.9266	0.5749	0.7596	0.7428
Point224	0.1617	0.0557	0.9873	0.0583
Point225	0.3134	0.3748	0.3675	0.8363
Point226	0.3616	0.4190	0.7030	0.1342
Point227	0.8958	0.8831	0.4072	0.3675
Point228	0.6704	0.2586	0.7135	0.2688
Point229	0.5393	0.3319	0.4687	0.3884
Point230	0.0573	0.9295	0.3601	0.7831
Point231	0.9393	0.7192	0.3152	0.5543
Point232	0.7191	0.0193	0.5826	0.0678
Point233	0.0840	0.1561	0.1127	0.9798
Point234	0.5196	0.0889	0.2662	0.9791
Point235	0.7159	0.9476	0.2013	0.4476
Point236	0.1230	0.2206	0.1368	0.9291
Point237	0.6311	0.5310	0.8411	0.4323
Point238	0.4524	0.9536	0.4037	0.5992
Point239	0.3469	0.3697	0.5657	0.7177
Point240	0.6295	0.4138	0.5070	0.4168
Point241	0.2631	0.6493	0.1346	0.7423
Point242	0.4730	0.9698	0.1316	0.6794
Point243	0.9538	0.1533	0.5849	0.1892
Point244	0.9694	0.5383	0.1196	0.4840
Point245	0.6312	0.0141	0.5560	0.7543
Point246	0.8690	0.7445	0.0315	0.4265
Point247	0.1444	0.1233	0.8833	0.4683
Point248	0.7048	0.5032	0.8888	0.3712
Point249	0.0989	0.8678	0.4378	0.4313
Point250	0.0826	0.2267	0.0604	0.4593
Point251	0.8108	0.5097	0.3295	0.3237
Point252	0.0514	0.7897	0.3510	0.9253
Point253	0.8480	0.9714	0.8835	0.5976
Point254	0.7250	0.5845	0.0931	0.2202
Point255	0.8524	0.0020	0.2485	0.8257
Point256	0.0978	0.4859	0.4485	0.4022
Point257	0.1844	0.7079	0.1043	0.2861
Point258	0.1719	0.3118	0.1865	0.7491
Point259	0.6880	0.2066	0.6981	0.4953
Point260	0.1009	0.4126	0.9190	0.0713
Point261	0.5340	0.7311	0.3571	0.0669
Point262	0.0386	0.3518	0.1469	0.2595
Point263	0.6684	0.8549	0.7007	0.9696
Point264	0.7808	0.2521	0.4993	0.1876
Point265	0.8639	0.6327	0.0071	0.9868
Point266	0.0888	0.2702	0.2329	0.2109
Point267	0.7549	0.3612	0.5773	0.9357
Point268	0.7913	0.8384	0.3982	0.1479
Point269	0.5208	0.3517	0.4818	0.9991
Point270	0.3746	0.7653	0.0766	0.8155
Point271	0.0759	0.5758	0.7774	0.3378
Point272	0.7937	0.0203	0.7479	0.8977
Point273	0.7217	0.2968	0.1372	0.0114
Point274	0.6612	0.0488	0.1532	0.1740
Point275	0.2241	0.8325	0.8486	0.1112
Point276	0.8068	0.7562	0.9887	0.9048
Point277	0.1866	0.4057	0.3054	0.9316
Point278	0.4352	0.8833	0.3834	0.4793
Point279	0.4101	0.6380	0.4420	0.9469
Point280	0.7614	0.3527	0.3962	0.2667
Point281	0.6527	0.6136	0.0433	0.3404
Point282	0.0480	0.3103	0.6989	0.9808
Point283	0.8327	0.6006	0.4968	0.8418
Point284	0.4330	0.0048	0.2058	0.7670
Point285	0.2550	0.4539	0.3519	0.6685
Point286	0.7954	0.3564	0.6537	0.6506
Point287	0.8811	0.4451	0.9987	0.4361
Point288	0.1808	0.0497	0.0439	0.9490
Point289	0.0154	0.7630	0.8854	0.0092
Point290	0.9836	0.2497	0.4132	0.7425
Point291	0.0317	0.2138	0.9576	0.3944
Point292	0.1658	0.5938	0.6203	0.5211
Point293	0.9263	0.7123	0.4200	0.9436
Point294	0.2824	0.9343	0.7030	0.6858
Point295	0.5531	0.9982	0.4972	0.3329
Point296	0.9773	0.4227	0.8916	0.6614
Point297	0.3667	0.6409	0.6016	0.0079
Point298	0.9175	0.9158	0.5496	0.0051
Point299	0.3816	0.8017	0.2034	0.0468
Point300	0.8401	0.3545	0.1498	0.0375
Point301	0.8412	0.4095	0.7430	0.6821
Point302	0.5004	0.7256	0.8952	0.2070
Point303	0.7819	0.3795	0.1244	0.0423
Point304	0.8310	0.4469	0.7452	0.6090
Point305	0.2781	0.2505	0.6877	0.0288
Point306	0.5490	0.5359	0.4173	0.8259
Point307	0.6554	0.1539	0.0671	0.6262
Point308	0.7785	0.7182	0.4003	0.5267
Point309	0.3756	0.3357	0.0134	0.3597
Point310	0.9989	0.7132	0.1380	0.0704
Point311	0.6088	0.5525	0.0853	0.0583
Point312	0.7723	0.2916	0.3203	0.6979
Point313	0.7352	0.5342	0.0908	0.5619
Point314	0.2551	0.3447	0.6514	0.7598
Point315	0.1486	0.3667	0.3038	0.5189
Point316	0.4588	0.1245	0.5594	0.8316
Point317	0.7685	0.0836	0.7704	0.9587
Point318	0.5867	0.0218	0.0542	0.4955
Point319	0.6113	0.9786	0.4717	0.8974
Point320	0.5468	0.7307	0.3480	0.0320
Point321	0.6185	0.1473	0.7153	0.8376
Point322	0.9140	0.4175	0.9096	0.2554
Point323	0.6962	0.5543	0.8919	0.6534
Point324	0.2016	0.5584	0.3395	0.2548
Point325	0.5808	0.4799	0.6498	0.0222
Point326	0.2893	0.4408	0.8278	0.8543
Point327	0.7113	0.5497	0.6190	0.2563
Point328	0.2504	0.9313	0.9816	0.1952
Point329	0.7658	0.6735	0.0433	0.1174
Point330	0.6226	0.0063	0.4942	0.9621
Point331	0.8968	0.1283	0.0715	0.9561
Point332	0.3774	0.7156	0.4721	0.4208
Point333	0.9871	0.7087	0.9989	0.3068
Point334	0.4517	0.7000	0.2276	0.6200
Point335	0.4400	0.3377	0.4521	0.8904
Point336	0.7330	0.1213	0.0032	0.8191
Point337	0.1176	0.7810	0.3671	0.8319
Point338	0.8091	0.8809	0.4006	0.4469
Point339	0.0434	0.1422	0.6214	0.7795
Point340	0.6327	0.2979	0.2532	0.6733
Point341	0.3990	0.6267	0.3527	0.5310
Point342	0.4852	0.9998	0.3046	0.9772
Point343	0.1604	0.6601	0.3186	0.7165
Point344	0.2727	0.6365	0.3322	0.9351
Point345	0.4440	0.8206	0.1359	0.0669
Point346	0.2392	0.1731	0.2904	0.8212
Point347	0.2617	0.2027	0.8745	0.8031
Point348	0.6364	0.9361	0.6386	0.5083
Point349	0.9205	0.7684	0.2754	0.7233
Point350	0.7587	0.2952	0.2670	0.5906
Point351	0.7457	0.9622	0.8110	0.6374
Point352	0.0189	0.8459	0.3337	0.6126
Point353	0.1536	0.3652	0.9153	0.8969
Point354	0.4178	0.2254	0.8914	0.7781
Point355	0.3554	0.4479	0.9714	0.9067
Point356	0.8449	0.2430	0.3911	0.5414
Point357	0.1360	0.5447	0.0633	0.6666
Point358	0.1354	0.8339	0.0296	0.0355
Point359	0.2162	0.0157	0.0767	0.5890
Point360	0.7050	0.4560	0.4284	0.3815
Point361	0.6843	0.1902	0.4603	0.0661
Point362	0.8846	0.9429	0.3229	0.5394
Point363	0.8578	0.0914	0.8518	0.5173
Point364	0.7875	0.4946	0.7776	0.5110
Point365	0.7289	0.1310	0.8123	0.9409
Point366	0.6527	0.4474	0.9399	0.3871
Point367	0.8320	0.9333	0.1166	0.3109
Point368	0.1307	0.6947	0.5023	0.9407
Point369	0.9767	0.1961	0.4013	0.5173
Point370	0.9045	0.1501	0.8469	0.2135
Point371	0.7916	0.0327	0.4855	0.9273
Point372	0.3710	0.4406	0.3172	0.8167
Point373	0.4342	0.5482	0.3481	0.0632
Point374	0.8476	0.0975	0.1793	0.4710
Point375	0.1430	0.5002	0.5719	0.3385
Point376	0.9141	0.8729	0.6184	0.6506
Point377	0.5293	0.7714	0.0436	0.2687
Point378	0.0525	0.4504	0.5447	0.0628
Point379	0.6348	0.0345	0.8399	0.0862
Point380	0.7036	0.7433	0.0805	0.0921
Point381	0.8213	0.4338	0.5200	0.2259
Point382	0.2263	0.1753	0.3408	0.2728
Point383	0.4970	0.3222	0.4992	0.7188
Point384	0.0131	0.8262	0.5283	0.3123
Point385	0.5350	0.0984	0.7805	0.1375
Point386	0.1930	0.0908	0.4198	0.1812
Point387	0.9938	0.9661	0.0873	0.3652
Point388	0.9386	0.5465	0.0392	0.3133
Point389	0.4101	0.0056	0.3575	0.1315
Point390	0.3785	0.0551	0.6816	0.0092
Point391	0.5029	0.2892	0.6336	0.9483
Point392	0.5158	0.7351	0.4848	0.7303
Point393	0.6009	0.8988	0.6187	0.8122
Point394	0.3539	0.3293	0.4265	0.0826
Point395	0.4842	0.6129	0.5497	0.7934
Point396	0.6379	0.6714	0.9667	0.9428
Point397	0.6184	0.7162	0.5905	0.4263
Point398	0.2357	0.4015	0.5523	0.3577
Point399	0.9528	0.8561	0.6407	0.6336
Point400	0.2016	0.8233	0.8555	0.5617
Point401	0.5491	0.1220	0.3182	0.7719
Point402	0.9948	0.8072	0.9239	0.6983
Point403	0.3175	0.5533	0.8820	0.2679
Point404	0.1543	0.9438	0.3892	0.6079
Point405	0.0420	0.0986	0.0330	0.2311
Point406	0.9748	0.7308	0.5016	0.3479
Point407	0.6999	0.6398	0.8560	0.3748
Point408	0.3709	0.4364	0.0370	0.9499
Point409	0.8000	0.0739	0.6447	0.5533
Point410	0.1703	0.4243	0.0561	0.2859
Point411	0.0958	0.6008	0.9935	0.2355
Point412	0.5340	0.1479	0.0881	0.8150
Point413	0.5657	0.3041	0.3298	0.2695
Point414	0.0660	0.7263	0.5563	0.4120
Point415	0.9940	0.8324	0.0136	0.3713
Point416	0.4447	0.9984	0.1696	0.4434
Point417	0.8376	0.4878	0.2353	0.8656
Point418	0.0874	0.2192	0.5580	0.7472
Point419	0.3133	0.3131	0.2079	0.3478
Point420	0.4384	0.1108	0.6528	0.1981
Point421	0.8077	0.8307	0.5662	0.0941
Point422	0.9644	0.8074	0.1782	0.0957
Point423	0.7740	0.9312	0.4623	0.2509
Point424	0.8333	0.3472	0.1534	0.7001
Point425	0.2566	0.0363	0.5778	0.0530
Point426	0.5573	0.7526	0.4866	0.8568
Point427	0.0642	0.0681	0.1613	0.5884
Point428	0.5852	0.4148	0.5842	0.8034
Point429	0.3953	0.9435	0.2415	0.9103
Point430	0.9475	0.4524	0.3953	0.9296
Point431	0.4169	0.2844	0.3704	0.6206
Point432	0.5756	0.9496	0.4650	0.4766
Point433	0.8921	0.7846	0.6033	0.4044
Point434	0.8425	0.4946	0.3791	0.9012
Point435	0.4587	0.2052	0.9386	0.3736
Point436	0.2094	0.2392	0.4495	0.9086
Point437	0.5724	0.2862	0.1058	0.4974
Point438	0.5965	0.7759	0.6101	0.9603
Point439	0.4450	0.9543	0.4189	0.8408
Point440	0.2464	0.4945	0.2742	0.4026
Point441	0.5304	0.0853	0.3916	0.8117
Point442	0.3975	0.7165	0.3353	0.2272
Point443	0.2449	0.7336	0.9481	0.1244
Point444	0.0438	0.8306	0.5870	0.8775
Point445	0.6396	0.1840	0.3594	0.7283
Point446	0.4216	0.8592	0.5830	0.4419
Point447	0.6884	0.3958	0.4828	0.5220
Point448	0.6347	0.3659	0.3627	0.0404
Point449	0.7027	0.4147	0.4904	0.2751
Point450	0.0047	0.3855	0.5268	0.2012
Point451	0.1390	0.1076	0.0345	0.8125
Point452	0.3187	0.1023	0.8624	0.5493
Point453	0.7261	0.1386	0.7163	0.1856
Point454	0.1332	0.3352	0.0916	0.1873
Point455	0.4064	0.4520	0.8002	0.2439
Point456	0.6904	0.4935	0.3431	0.7298
Point457	0.0604	0.6506	0.3474	0.7555
Point458	0.8042	0.5645	0.6320	0.0780
Point459	0.3611	0.5668	0.3302	0.9783
Point460	0.2813	0.8630	0.9756	0.6641
Point461	0.3933	0.0131	0.8305	0.3764
Point462	0.0561	0.7272	0.7660	0.0805
Point463	0.8647	0.1661	0.1309	0.9972
Point464	0.2413	0.0833	0.6777	0.7180
Point465	0.8328	0.2908	0.3563	0.8761
Point466	0.7192	0.8150	0.6962	0.2807
Point467	0.8793	0.5444	0.3446	0.7213
Point468	0.7350	0.1734	0.8181	0.8221
Point469	0.5713	0.4100	0.5858	0.0441
Point470	0.1897	0.0413	0.5993	0.2482
Point471	0.8696	0.9092	0.4020	0.8485
Point472	0.9792	0.7272	0.0003	0.0745
Point473	0.8660	0.1141	0.0151	0.9703
Point474	0.7746	0.1040	0.9180	0.5898
Point475	0.8600	0.6406	0.7920	0.1641
Point476	0.0974	0.3326	0.3816	0.4795
Point477	0.3263	0.7394	0.7485	0.0782
Point478	0.4113	0.1128	0.6348	0.3917
Point479	0.7605	0.3254	0.3426	0.3275
Point480	0.2159	0.3903	0.2360	0.8915
Point481	0.7447	0.7819	0.6985	0.9778
Point482	0.8109	0.7150	0.8617	0.7427
Point483	0.8256	0.6632	0.6580	0.8881
Point484	0.4790	0.9934	0.7166	0.4781
Point485	0.9609	0.4794	0.4839	0.5217
Point486	0.3255	0.2067	0.3278	0.7793
Point487	0.3576	0.5925	0.6065	0.0365
Point488	0.9080	0.7782	0.0246	0.2695
Point489	0.4960	0.8811	0.5433	0.6883
Point490	0.0928	0.6628	0.5946	0.9440
Point491	0.0192	0.2342	0.0033	0.8421
Point492	0.2800	0.9056	0.4432	0.6114
Point493	0.9463	0.1270	0.2359	0.1760
Point494	0.2561	0.3720	0.0845	0.3989
Point495	0.3680	0.4997	0.8830	0.9835
Point496	0.4522	0.5832	0.9423	0.5872
Point497	0.3745	0.9096	0.9471	0.8328
Point498	0.3118	0.1121	0.2511	0.7850
Point499	0.4762	0.4628	0.0064	0.2240
Point500	0.8080	0.7895	0.3111	0.7249
Point501	0.1860	0.3417	0.4698	0.3036
Point502	0.8850	0.0498	0.4758	0.7700
Point503	0.7487	0.8410	0.4962	0.1371
Point504	0.7495	0.1085	0.0260	0.5577
Point505	0.2300	0.7014	0.1802	0.5225
Point506	0.4837	0.3007	0.5216	0.0741
Point507	0.3033	0.1853	0.7451	0.8348
Point508	0.4143	0.8370	0.3111	0.8518
Point509	0.1120	0.7789	0.7781	0.9287
Point510	0.0333	0.4354	0.6267	0.9170
Point511	0.5258	0.6258	0.9929	0.7042
Point512	0.0392	0.7724	0.0972	0.5694
Point513	0.9573	0.7948	0.6109	0.5359
Point514	0.2404	0.4653	0.5685	0.0767
Point515	0.6636	0.2705	0.2150	0.4048
Point516	0.6502	0.3430	0.8378	0.8840
Point517	0.1131	0.1163	0.8504	0.2344
Point518	0.0886	0.0944	0.2825	0.0013
Point519	0.5713	0.6054	0.2181	0.6310
Point520	0.0019	0.9905	0.3877	0.8117
Point521	0.5277	0.2407	0.0438	0.9526
Point522	0.0161	0.2723	0.8662	0.6660
Point523	0.9702	0.4927	0.0874	0.3938
Point524	0.9428	0.9642	0.4024	0.2783
Point525	0.7950	0.7707	0.8056	0.5595
Point526	0.5758	0.3324	0.0499	0.1152
Point527	0.8374	0.6161	0.3792	0.8257
Point528	0.6331	0.9376	0.9648	0.6861
Point529	0.1027	0.3534	0.6723	0.6354
Point530	0.6289	0.2522	0.4685	0.8835
Point531	0.7854	0.4698	0.7048	0.7622
Point532	0.2898	0.1080	0.3963	0.2976
Point533	0.5724	0.8063	0.3882	0.4905
Point534	0.3731	0.8191	0.3139	0.7343
Point535	0.5468	0.2387	0.5983	0.6046
Point536	0.3852	0.6878	0.4588	0.0031
Point537	0.7297	0.9019	0.1427	0.0600
Point538	0.7556	0.7380	0.2011	0.4096
Point539	0.9277	0.1689	0.8151	0.2165
Point540	0.4747	0.9496	0.4061	0.2873
Point541	0.0931	0.5349	0.5273	0.5538
Point542	0.0721	0.9657	0.3311	0.3312
Point543	0.8409	0.2742	0.4532	0.8605
Point544	0.0797	0.2337	0.5899	0.4629
Point545	0.1196	0.2431	0.2334	0.9923
Point546	0.8023	0.8068	0.2797	0.4446
Point547	0.2859	0.4778	0.5440	0.4260
Point548	0.3009	0.5787	0.5788	0.4865
Point549	0.9948	0.3068	0.7592	0.0034
Point550	0.9829	0.5567	0.9982	0.6486
Point551	0.3845	0.5362	0.0059	0.4540
Point552	0.0888	0.8853	0.9967	0.9228
Point553	0.0070	0.8964	0.6461	0.5133
Point554	0.6686	0.7265	0.8541	0.4996
Point555	0.8396	0.3428	0.1054	0.7128
Point556	0.3455	0.7741	0.5378	0.8753
Point557	0.4927	0.9940	0.0134	0.2074
Point558	0.2827	0.1354	0.7966	0.1337
Point559	0.4275	0.4594	0.8203	0.3269
Point560	0.2862	0.5463	0.8653	0.9483
Point561	0.5916	0.0593	0.4111	0.8916
Point562	0.9066	0.4054	0.9781	0.5978
Point563	0.3877	0.9730	0.7502	0.7149
Point564	0.7327	0.9084	0.3503	0.5565
Point565	0.3004	0.6639	0.2612	0.1321
Point566	0.8106	0.6435	0.4127	0.0309
Point567	0.8246	0.0251	0.4674	0.8391
Point568	0.2682	0.3707	0.8592	0.1505
Point569	0.5622	0.5653	0.4051	0.8037
Point570	0.7751	0.3464	0.5055	0.3861
Point571	0.4828	0.6117	0.4540	0.5211
Point572	0.4265	0.4803	0.0446	0.1721
Point573	0.3817	0.9450	0.5286	0.4236
Point574	0.0051	0.8140	0.5336	0.6367
Point575	0.5104	0.5020	0.0193	0.8275
Point576	0.3433	0.2975	0.8495	0.8080
Point577	0.2023	0.7817	0.4829	0.4021
Point578	0.6869	0.6045	0.4110	0.6561
Point579	0.0733	0.3726	0.8418	0.7790
Point580	0.5435	0.7772	0.1788	0.8563
Point581	0.0355	0.5836	0.7715	0.5866
Point582	0.4879	0.8189	0.3195	0.2133
